mjd,bjd,date,time,filter,texp,mag,magerr,Zp,Zp_err,cterm,cterm_err,Nfit,sn,fwhm,aper_rad (pix),airmass,site_id,telescope,temp,humidity,wind,sky,moonfrac,moondist,moonalt
59400.443266979164,2459400.9416646715,2021-07-05,10:38:18.267,gp,119.98,18.410436221019204,0.025107559659222636,3.0115537668707915,5.383473276102066e-06,-0.08293943080088906,1.2654990381365593e-05,1259,43.3651131049331,1.62,4.16452442159383,1.2986974,elp,1m0-08,68.0,64.0999985,7.424999875,21.3500004,0.1805436,41.8201467,23.2218476
